SITEID,MONTH,TYPE,VALUE,
USR0000OCAL,20150101,TMIN,22,
USR0000OCAL,20150101,TAVG,62,
CA002403206,20150101,TMAX,-300,
CA002403206,20150101,TMIN,-358,
CA002403206,20150101,PRCP,0,
CA002403206,20150101,TAVG,-337,
US10cust021,20150101,PRCP,0,
US10cust021,20150101,SNOW,0,
USR0000CHUM,20150101,TMAX,-50,
USR0000CHUM,20150101,TMIN,-128,
USR0000CHUM,20150101,TAVG,-98,
USR0000CKEE,20150101,TMAX,50,
USR0000CKEE,20150101,TMIN,-67,
USR0000CKEE,20150101,TAVG,-17,
CA002402604,20150101,TMAX,-238,
CA002402604,20150101,TMIN,-277,
CA002402604,20150101,TAVG,-251,
ASN00063286,20150101,PRCP,0,
CA002301153,20150101,TMAX,-289,
CA002301153,20150101,TMIN,-336,
CA002301153,20150101,PRCP,7,
CA002301153,20150101,TAVG,-287,
USR0000AIRO,20150101,TMAX,-6,
USR0000AIRO,20150101,TMIN,-94,
USR0000AIRO,20150101,TAVG,-51,
US10adam036,20150101,PRCP,0,
USC00484080,20150101,TMAX,-111,800
USC00484080,20150101,TMIN,-267,800
USC00474937,20150101,TMAX,-11,1900
USC00474937,20150101,TMIN,-111,1900
USC00474937,20150101,TOBS,-22,1900
USC00474937,20150101,PRCP,0,600
USC00474937,20150101,SNOW,0,
USC00474937,20150101,SNWD,0,
ASN00033041,20150101,PRCP,46,
USC00478229,20150101,TMAX,-89,800
USC00478229,20150101,TMIN,-189,800
USC00478229,20150101,TOBS,-106,800
USC00478229,20150101,PRCP,0,800
USC00478229,20150101,SNOW,0,
USC00478229,20150101,SNWD,0,800
UPM00033297,20150101,TAVG,-14,
CA001154410,20150101,TMAX,-110,
CA001154410,20150101,TMIN,-180,
CA001154410,20150101,PRCP,14,
CA001154410,20150101,SNOW,14,
CA001154410,20150101,SNWD,100,
CA00114B1F0,20150101,TMAX,-75,
CA00114B1F0,20150101,TMIN,-111,
CA00114B1F0,20150101,PRCP,0,
CA00114B1F0,20150101,SNWD,40,
USC00423776,20150101,PRCP,61,1900
UKE00105898,20150101,TMAX,76,
UKE00105898,20150101,TMIN,9,
UKE00105898,20150101,PRCP,4,
UKE00105898,20150101,SNWD,0,
ASN00062102,20150101,PRCP,14,
USC00416477,20150101,PRCP,0,700
TI000038734,20150101,TMAX,10,
TI000038734,20150101,TAVG,-33,
USC00411017,20150101,TMAX,22,800
USC00411017,20150101,TMIN,-50,800
USC00411017,20150101,TOBS,11,800
USC00411017,20150101,PRCP,46,800
USC00411017,20150101,SNOW,0,
USC00411017,20150101,SNWD,0,
SZE00105086,20150101,TMAX,-12,
SZE00105086,20150101,TMIN,-90,
SZE00105086,20150101,PRCP,0,
SZE00105086,20150101,SNWD,140,
SZE00105086,20150101,TAVG,-49,
USC00410902,20150101,TMAX,28,700
USC00410902,20150101,TMIN,-6,700
USC00410902,20150101,TOBS,6,700
USC00410902,20150101,PRCP,155,700
USC00408450,20150101,PRCP,0,600
CA001090660,20150101,TMAX,5,
CA001090660,20150101,TMIN,-60,
CA001090660,20150101,PRCP,120,
CA001090660,20150101,SNOW,120,
SWM00002589,20150101,TMAX,64,
SWM00002589,20150101,TMIN,36,
SWM00002589,20150101,PRCP,32,
SWM00002589,20150101,TAVG,52,
SWE00140692,20150101,TMAX,56,
SWE00140692,20150101,TMIN,-25,
SWE00140692,20150101,PRCP,0,
SWE00140558,20150101,TMAX,60,
SWE00140558,20150101,TMIN,-2,
SWE00140558,20150101,PRCP,0,
USC00366151,20150101,TMAX,-22,700
USC00366151,20150101,TMIN,-56,700
USC00366151,20150101,TOBS,-56,700
USC00366151,20150101,PRCP,0,700
US1WAAD0006,20150101,PRCP,0,
US1WAAD0006,20150101,SNOW,0,
US1VTWS0012,20150101,PRCP,5,
US1VTWS0012,20150101,SNOW,5,
US1VTWS0012,20150101,SNWD,178,
US1VTWS0012,20150101,WESF,5,
US1TXMNG045,20150101,PRCP,5,
USC00368400,20150101,TMAX,0,800
USC00368400,20150101,TMIN,-78,800
USC00368400,20150101,TOBS,-72,800
USC00368400,20150101,PRCP,0,800
USC00368400,20150101,SNOW,0,
USC00368400,20150101,SNWD,0,800
US1TXLK0007,20150101,PRCP,5,
US1TXLK0007,20150101,SNOW,5,
US1TXLK0007,20150101,SNWD,13,
US1TXLK0007,20150101,WESD,13,
US1TXLK0007,20150101,WESF,5,
SWE00137872,20150101,PRCP,279,
SWE00137872,20150101,SNWD,0,
SWE00137772,20150101,PRCP,26,
SWE00137772,20150101,SNWD,0,
USC00280734,20150101,TMAX,0,700
USC00280734,20150101,TMIN,-139,700
USC00280734,20150101,TOBS,-106,700
USC00280734,20150101,PRCP,0,700
USC00280734,20150101,SNOW,0,
USC00280734,20150101,SNWD,0,
SPE00156225,20150101,TMAX,118,
SPE00156225,20150101,TMIN,-45,
SPE00156225,20150101,PRCP,0,
USC00254052,20150101,PRCP,0,600
SFM00068368,20150101,TMAX,240,
SFM00068368,20150101,TMIN,135,
SFM00068368,20150101,TAVG,186,
USC00259045,20150101,TMAX,-78,700
USC00259045,20150101,TMIN,-278,700
USC00259045,20150101,TOBS,-78,700
USC00259045,20150101,PRCP,0,700
USC00220488,20150101,TMAX,72,700
USC00220488,20150101,TMIN,-22,700
USC00220488,20150101,TOBS,61,700
USC00220488,20150101,PRCP,64,700
USC00223605,20150101,TMAX,61,
USC00223605,20150101,TMIN,0,
USC00223605,20150101,TOBS,28,
USC00223605,20150101,PRCP,0,
USC00223605,20150101,SNOW,0,
USC00223605,20150101,SNWD,0,
USC00214453,20150101,TMAX,-100,700
USC00214453,20150101,TMIN,-217,700
USC00214453,20150101,TOBS,-100,700
USC00214453,20150101,PRCP,0,700
USC00214453,20150101,SNOW,0,
USC00214453,20150101,SNWD,25,
RSM00034163,20150101,TMIN,-256,
RSM00034163,20150101,SNWD,191,
RSM00034163,20150101,TAVG,-131,
RSM00029923,20150101,TMIN,-115,
RSM00029923,20150101,TAVG,-21,
USC00176721,20150101,TMAX,-111,700
USC00176721,20150101,TMIN,-211,700
USC00176721,20150101,TOBS,-117,700
USC00176721,20150101,PRCP,0,700
USC00176721,20150101,SNOW,0,
USC00176721,20150101,SNWD,254,
USC00174781,20150101,TMAX,-89,
USC00174781,20150101,TMIN,-194,
USC00174781,20150101,TOBS,-111,
RSM00024951,20150101,TMAX,-343,
RSM00024951,20150101,PRCP,0,
RSM00024951,20150101,SNWD,371,
RSM00024951,20150101,TAVG,-371,
USC00151725,20150101,PRCP,0,600
USC00147796,20150101,TMAX,-94,700
USC00147796,20150101,TMIN,-156,700
USC00147796,20150101,TOBS,-94,700
USC00147796,20150101,PRCP,0,700
USC00147796,20150101,SNOW,0,
USC00147796,20150101,SNWD,25,
USC00144608,20150101,PRCP,0,700
USC00144608,20150101,SNOW,0,
USC00144608,20150101,SNWD,0,700
ASN00008290,20150101,TMAX,284,
ASN00008290,20150101,TMIN,219,
ASN00008290,20150101,PRCP,0,
ASN00026078,20150101,PRCP,0,
US1NMSJ0016,20150101,PRCP,25,
US1NMSJ0016,20150101,SNOW,66,
US1NMSJ0016,20150101,SNWD,89,
USC00141867,20150101,TMAX,-72,800
USC00141867,20150101,TMIN,-144,800
USC00141867,20150101,TOBS,-78,800
USC00141867,20150101,PRCP,0,800
BOM00026855,20150101,TMIN,-48,
BOM00026855,20150101,SNWD,30,
BOM00026855,20150101,TAVG,3,
US1NMGR0023,20150101,PRCP,20,
US1NMGR0023,20150101,SNOW,30,
FRE00104044,20150101,TMAX,113,
FRE00104044,20150101,TMIN,-31,
FRE00104044,20150101,PRCP,0,
FRE00104044,20150101,TAVG,14,
US1NMBR0032,20150101,PRCP,5,
US1NMBR0032,20150101,SNOW,0,
FRE00171623,20150101,TMAX,109,
FRE00171623,20150101,TMIN,9,
FRE00171623,20150101,PRCP,0,
FRE00171623,20150101,TAVG,33,
US1NMBR0123,20150101,PRCP,0,
US1NMBR0123,20150101,SNOW,0,
US1NMBR0123,20150101,WESF,0,
US1NMCT0008,20150101,PRCP,30,
US1NMCT0008,20150101,SNOW,51,
US1NMCT0008,20150101,WESF,30,
ASN00010092,20150101,TMAX,360,
ASN00010092,20150101,TMIN,145,
ASN00010092,20150101,PRCP,0,
FIE00145452,20150101,TMAX,24,
FIE00145452,20150101,TMIN,4,
FIE00145452,20150101,PRCP,1,
US1NJMD0024,20150101,PRCP,0,
US1NJMD0024,20150101,SNOW,0,
AUM00011343,20150101,TMAX,-50,
AUM00011343,20150101,TMIN,-141,
AUM00011343,20150101,PRCP,18,
AUM00011343,20150101,TAVG,-74,
US1NCWK0149,20150101,PRCP,0,
US1NCWK0149,20150101,SNOW,0,
ASN00041022,20150101,PRCP,0,
USC00082298,20150101,TMAX,256,700
USC00082298,20150101,TMIN,167,700
USC00082298,20150101,TOBS,211,700
USC00082298,20150101,PRCP,0,700
USC00046197,20150101,PRCP,0,800
USC00052286,20150101,TMAX,-139,1600
USC00052286,20150101,TMIN,-233,1600
USC00052286,20150101,PRCP,0,1600
USC00052286,20150101,SNOW,0,
NOE00109561,20150101,TMAX,48,
NOE00109561,20150101,TMIN,-9,
NOE00109561,20150101,PRCP,5,
NOE00109561,20150101,SNWD,40,
NLE00109074,20150101,PRCP,70,
NLE00109074,20150101,SNWD,0,
USC00044394,20150101,TMAX,28,830
USC00044394,20150101,TMIN,-39,830
USC00044394,20150101,TOBS,28,830
USC00044394,20150101,PRCP,0,830
USC00044394,20150101,SNOW,0,
USC00044394,20150101,SNWD,0,
NLE00108962,20150101,PRCP,48,
NLE00108962,20150101,SNWD,0,
NLE00102061,20150101,PRCP,16,
NLE00102061,20150101,SNWD,0,
USC00046006,20150101,TMAX,89,2400
USC00046006,20150101,TMIN,-33,2400
USC00046006,20150101,TOBS,6,2400
USC00046006,20150101,PRCP,0,2400
USC00042500,20150101,TMAX,67,1700
USC00042500,20150101,TMIN,-61,1700
USC00042500,20150101,TOBS,11,1700
USC00042500,20150101,PRCP,0,1700
USC00042500,20150101,SNOW,0,
USC00042500,20150101,SNWD,0,
ASN00024048,20150101,TMAX,378,
ASN00024048,20150101,TMIN,124,
ASN00024048,20150101,PRCP,0,
MXM00076525,20150101,TMAX,181,
MXM00076525,20150101,TMIN,82,
MXM00076525,20150101,PRCP,0,
MXM00076525,20150101,TAVG,131,
MXM00076843,20150101,TMAX,315,
MXM00076843,20150101,TMIN,197,
MXM00076843,20150101,PRCP,0,
MXM00076843,20150101,TAVG,243,
NLE00102007,20150101,PRCP,50,
NLE00102007,20150101,SNWD,0,
USC00042319,20150101,TMAX,161,800
USC00042319,20150101,TMIN,72,800
USC00042319,20150101,TOBS,89,800
USC00042319,20150101,PRCP,0,800
USC00042319,20150101,SNOW,0,
USC00042319,20150101,SNWD,0,
USC00042319,20150101,EVAP,76,800
USC00042319,20150101,MNPN,28,
USC00042319,20150101,MXPN,133,
USC00042319,20150101,WDMV,216,
USC00028865,20150101,TMAX,128,800
USC00028865,20150101,TMIN,-50,800
USC00028865,20150101,TOBS,-28,800
USC00028865,20150101,PRCP,23,800
KZ000035969,20150101,TMAX,37,
KZ000035969,20150101,TAVG,-9,
USC00023584,20150101,TMAX,-100,800
USC00023584,20150101,TMIN,-122,800
USC00023584,20150101,TOBS,-100,800
USC00023584,20150101,PRCP,25,800
USC00023584,20150101,SNOW,114,
USC00023584,20150101,SNWD,152,800
ASN00023801,20150101,PRCP,0,
ASN00010641,20150101,PRCP,0,
IN023160900,20150101,TMAX,231,
IN023160900,20150101,TMIN,74,
IN023160900,20150101,TAVG,129,
ASN00048095,20150101,PRCP,0,
US1WASG0017,20150101,PRCP,0,
US1WASG0017,20150101,SNOW,0,
US1WASG0017,20150101,SNWD,0,
US1WASG0017,20150101,WESD,0,
US1WASG0017,20150101,WESF,0,
ASN00086314,20150101,PRCP,0,
US1MDQA0008,20150101,PRCP,0,
US1MDQA0008,20150101,SNOW,0,
US1MDTB0011,20150101,PRCP,0,
US1MDTB0011,20150101,SNOW,0,
US1MDTB0011,20150101,SNWD,0,
US1MDTB0011,20150101,WESD,0,
US1MDTB0011,20150101,WESF,0,
US1MABA0003,20150101,PRCP,0,
US1MABA0003,20150101,SNOW,0,
US1MABA0003,20150101,SNWD,0,
US1MDAA0053,20150101,PRCP,0,
US1MDAA0053,20150101,SNOW,0,
US1LAST0012,20150101,PRCP,0,
US1LAST0012,20150101,SNOW,0,
US1KSOS0012,20150101,PRCP,0,
US1KSOS0012,20150101,SNOW,0,
US1KSMT0005,20150101,PRCP,0,
US1KSMT0005,20150101,SNOW,0,
US1KSMT0005,20150101,SNWD,13,
US1TXHRR203,20150101,PRCP,0,
US1TXHRR203,20150101,SNOW,0,
US1TXGP0034,20150101,PRCP,13,
US1TXDA0035,20150101,PRCP,58,
US1TXCLL044,20150101,PRCP,43,
ASN00022837,20150101,PRCP,0,
US1TXCLL030,20150101,PRCP,0,
US1TXCLL030,20150101,SNOW,0,
ASN00008096,20150101,PRCP,0,
US1TNRD0070,20150101,PRCP,0,
US1TNRD0070,20150101,SNOW,0,
US1TNMT0033,20150101,PRCP,0,
US1TNMT0033,20150101,SNOW,0,
US1TNFN0007,20150101,PRCP,0,
US1TNFN0007,20150101,SNOW,0,
US1TNFK0003,20150101,PRCP,0,
US1TNFK0003,20150101,SNOW,0,
US1SCHR0027,20150101,PRCP,0,
US1SCHR0027,20150101,SNOW,0,
GMM00010827,20150101,TMAX,3,
GMM00010827,20150101,TMIN,-47,
GMM00010827,20150101,PRCP,0,
IDM00096221,20150101,TMAX,312,
IDM00096221,20150101,TAVG,270,
US1PAFN0001,20150101,PRCP,0,
US1PAFN0001,20150101,SNOW,0,
US1PAFN0001,20150101,SNWD,0,
US1PAFN0001,20150101,WESD,0,
US1PAFN0001,20150101,WESF,0,
US1ORWL0001,20150101,PRCP,0,
US1ORWL0001,20150101,SNOW,0,
ASN00020000,20150101,PRCP,0,
US1ORBN0062,20150101,PRCP,0,
US1ORBN0062,20150101,SNOW,0,
US1ORCY0003,20150101,PRCP,0,
US1ORCY0003,20150101,SNOW,0,
US1NYOS0001,20150101,SNOW,94,
US1NYOG0010,20150101,SNOW,3,
US1NYOG0010,20150101,SNWD,3,
GME00128134,20150101,TMAX,3,
GME00128134,20150101,TMIN,-25,
GME00128134,20150101,PRCP,0,
GME00128134,20150101,SNWD,150,
US1OHHC0010,20150101,PRCP,0,
US1NCRT0006,20150101,PRCP,0,
US1NCRT0006,20150101,SNOW,0,
ASN00041291,20150101,PRCP,0,
US1NCMS0001,20150101,PRCP,0,
US1NCMS0001,20150101,SNOW,0,
US1NCNH0042,20150101,PRCP,0,
US1NCNH0042,20150101,SNOW,0,
BR000082704,20150101,TAVG,290,
FIE00142331,20150101,TMAX,45,
FIE00142331,20150101,TMIN,15,
FIE00142331,20150101,PRCP,9,
ASN00094188,20150101,PRCP,0,
ASN00040841,20150101,PRCP,0,
EG000062417,20150101,TMAX,150,
EG000062417,20150101,TAVG,86,
US1MTDW0007,20150101,PRCP,0,
US1MTDW0007,20150101,SNOW,0,
DAE00100416,20150101,PRCP,35,
ASN00091266,20150101,PRCP,0,
CUM00078325,20150101,TMAX,276,
CUM00078325,20150101,TMIN,210,
CUM00078325,20150101,TAVG,234,
US1MSOK0017,20150101,PRCP,0,
US1MSOK0017,20150101,SNOW,0,
CHM00054342,20150101,TMAX,-89,
CHM00054342,20150101,TAVG,-131,
ASN00090060,20150101,PRCP,0,
ASN00090063,20150101,PRCP,0,
US1MOSR0012,20150101,PRCP,0,
US1MOSR0012,20150101,SNOW,0,
US1MOFSA077,20150101,PRCP,0,
US1MOFSA077,20150101,SNOW,0,
US1MOFSA183,20150101,PRCP,0,
US1MOFSA183,20150101,SNOW,0,
CHM00050854,20150101,TMAX,-134,
CHM00050854,20150101,TMIN,-219,
CHM00050854,20150101,PRCP,0,
CHM00050854,20150101,TAVG,-174,
CA1NB000017,20150101,PRCP,0,
CA1NB000017,20150101,SNOW,0,
CA1NB000017,20150101,WESF,0,
CA1NB000018,20150101,PRCP,0,
CA1NB000018,20150101,SNOW,0,
CA1NB000018,20150101,SNWD,51,
CA1NB000018,20150101,WESF,0,
US1MIOC0002,20150101,PRCP,0,
US1MIOC0002,20150101,SNOW,0,
US1MIOC0002,20150101,SNWD,0,
US1MIOC0002,20150101,WESD,0,
US1MIOC0002,20150101,WESF,0,
US1COWE0389,20150101,PRCP,0,
US1COWE0389,20150101,SNOW,0,
US1COWE0389,20150101,SNWD,140,
US1COWE0389,20150101,WESF,0,
ASN00014955,20150101,PRCP,536,
US1COSU0006,20150101,PRCP,0,
US1COSU0006,20150101,SNOW,0,
US1COSU0006,20150101,SNWD,579,
US1COPK0090,20150101,PRCP,0,
US1COPK0090,20150101,SNOW,0,
ASN00009645,20150101,PRCP,0,
ASN00037034,20150101,TMAX,399,
ASN00037034,20150101,TMIN,269,
ASN00037034,20150101,PRCP,0,
CA005010481,20150101,TMAX,-42,
CA005010481,20150101,TMIN,-163,
CA005010481,20150101,PRCP,2,
CA005010481,20150101,SNOW,10,
CA005010481,20150101,SNWD,30,
US1COLP0064,20150101,PRCP,36,
US1COLP0008,20150101,PRCP,41,
US1COLP0008,20150101,SNOW,127,
US1COLP0008,20150101,SNWD,127,
US1COJF0407,20150101,PRCP,0,
US1COJF0407,20150101,SNOW,0,
USW00093950,20150101,TMAX,28,2400
USW00093950,20150101,TMIN,-10,2400
USW00093950,20150101,PRCP,53,2400
USW00093950,20150101,SNWD,0,
USW00093950,20150101,AWND,6,
USW00093950,20150101,WDF2,260,
USW00093950,20150101,WDF5,260,
USW00093950,20150101,WSF2,36,
USW00093950,20150101,WSF5,49,
USW00093950,20150101,WT01,1,
ASN00036074,20150101,PRCP,0,
USW00093739,20150101,TMAX,67,2400
USW00093739,20150101,TMIN,-55,2400
USW00093739,20150101,PRCP,0,2400
USW00093739,20150101,SNOW,0,
USW00093739,20150101,SNWD,0,
USW00093739,20150101,AWND,30,
USW00093739,20150101,TAVG,3,
USW00093739,20150101,WDF2,260,
USW00093739,20150101,WDF5,270,
USW00093739,20150101,WSF2,76,
USW00093739,20150101,WSF5,107,
USW00093084,20150101,TMAX,56,
USW00093084,20150101,TMIN,-49,
USW00093084,20150101,PRCP,30,
USW00093084,20150101,SNWD,0,
USW00093084,20150101,AWND,26,
USW00093084,20150101,WDF2,290,
USW00093084,20150101,WDF5,290,
USW00093084,20150101,WSF2,81,
USW00093084,20150101,WSF5,98,
USW00093084,20150101,WT01,1,
US1COJF0057,20150101,PRCP,0,
US1COJF0057,20150101,SNOW,0,
USW00024255,20150101,TMAX,61,
USW00024255,20150101,TMIN,-38,
USW00024255,20150101,PRCP,0,
USW00024255,20150101,AWND,21,
USW00024255,20150101,PGTM,1124,
USW00024255,20150101,WDF2,100,
USW00024255,20150101,WDF5,110,
USW00024255,20150101,WSF2,36,
USW00024255,20150101,WSF5,40,
US1COGF0006,20150101,PRCP,0,
US1COGF0006,20150101,SNOW,0,
US1COGF0046,20150101,PRCP,0,
US1COGF0046,20150101,SNOW,0,
ASN00073035,20150101,PRCP,0,
USW00023078,20150101,TMAX,39,
USW00023078,20150101,TMIN,-27,
USW00023078,20150101,PRCP,3,
USW00023078,20150101,SNOW,0,
USW00023078,20150101,SNWD,0,
USW00023078,20150101,AWND,29,
USW00023078,20150101,WDF2,80,
USW00023078,20150101,WDF5,70,
USW00023078,20150101,WSF2,81,
USW00023078,20150101,WSF5,103,
USW00023078,20150101,WT01,1,
USW00023081,20150101,TMAX,-32,2400
USW00023081,20150101,TMIN,-188,2400
USW00023081,20150101,PRCP,23,2400
USW00023081,20150101,AWND,30,
USW00023081,20150101,PGTM,638,
USW00023081,20150101,WDF2,200,
USW00023081,20150101,WDF5,200,
USW00023081,20150101,WSF2,81,
USW00023081,20150101,WSF5,112,
USW00023213,20150101,TMAX,128,2400
USW00023213,20150101,TMIN,-27,2400
USW00023213,20150101,PRCP,0,2400
USW00023213,20150101,SNOW,0,
USW00023213,20150101,SNWD,0,
USW00023213,20150101,AWND,11,
USW00023213,20150101,WDF2,340,
USW00023213,20150101,WDF5,340,
USW00023213,20150101,WSF2,63,
USW00023213,20150101,WSF5,72,
USW00023213,20150101,WT08,1,
USW00023259,20150101,TMAX,144,
USW00023259,20150101,TMIN,28,
USW00023259,20150101,PRCP,0,
USW00023259,20150101,SNOW,0,
USW00023259,20150101,SNWD,0,
USW00023259,20150101,AWND,22,
USW00023259,20150101,WDF2,100,
USW00023259,20150101,WDF5,190,
USW00023259,20150101,WSF2,45,
USW00023259,20150101,WSF5,54,
USW00013966,20150101,TMAX,-5,2400
USW00013966,20150101,TMIN,-38,2400
USW00013966,20150101,PRCP,3,2400
USW00013966,20150101,SNOW,0,
USW00013966,20150101,SNWD,0,
USW00013966,20150101,AWND,15,
USW00013966,20150101,TAVG,-32,
USW00013966,20150101,WDF2,330,
USW00013966,20150101,WDF5,330,
USW00013966,20150101,WSF2,45,
USW00013966,20150101,WSF5,54,
USW00013966,20150101,WT01,1,
USW00013966,20150101,WT06,1,
US1COCF0005,20150101,PRCP,0,
US1COCF0005,20150101,SNOW,0,
US1COCF0005,20150101,WESF,0,
USS0021B55S,20150101,TMAX,-32,
USS0021B55S,20150101,TMIN,-112,
USS0021B55S,20150101,TOBS,-98,
USS0021B55S,20150101,PRCP,0,
USS0021B55S,20150101,SNWD,559,
USS0021B55S,20150101,TAVG,-87,
USS0021B55S,20150101,WESD,1930,
USW00003028,20150101,TMAX,-16,
USW00003028,20150101,TMIN,-138,
USW00003028,20150101,PRCP,0,
USW00003028,20150101,SNOW,0,
USW00003028,20150101,AWND,27,
USW00003028,20150101,WDF2,300,
USW00003028,20150101,WDF5,300,
USW00003028,20150101,WSF2,63,
USW00003028,20150101,WSF5,72,
USS0020K04S,20150101,TMAX,34,
USS0020K04S,20150101,TMIN,-115,
USS0020K04S,20150101,TOBS,-74,
USS0020K04S,20150101,PRCP,0,
USS0020K04S,20150101,SNWD,178,
USS0020K04S,20150101,TAVG,-52,
USS0020K04S,20150101,WESD,432,
ASN00072044,20150101,PRCP,0,
US1COBO0220,20150101,PRCP,0,
US1COBO0220,20150101,SNOW,0,
US1COBO0220,20150101,SNWD,127,
US1COBO0143,20150101,PRCP,0,
US1COBO0143,20150101,SNOW,0,
US1COBO0143,20150101,SNWD,178,
USS0013B25S,20150101,TMAX,-104,
USS0013B25S,20150101,TMIN,-169,
USS0013B25S,20150101,TOBS,-104,
USS0013B25S,20150101,PRCP,0,
USS0013B25S,20150101,SNWD,737,
USS0013B25S,20150101,TAVG,-140,
USS0013B25S,20150101,WESD,1473,
USS0011J37S,20150101,TMAX,-20,
USS0011J37S,20150101,TMIN,-145,
USS0011J37S,20150101,TOBS,-70,
USS0011J37S,20150101,PRCP,0,
USS0011J37S,20150101,SNWD,787,
USS0011J37S,20150101,TAVG,-93,
USS0011J37S,20150101,WESD,2057,
USS0010G12S,20150101,TMAX,-22,
USS0010G12S,20150101,TMIN,-208,
USS0010G12S,20150101,TOBS,-118,
USS0010G12S,20150101,PRCP,51,
USS0010G12S,20150101,SNWD,838,
USS0010G12S,20150101,TAVG,-124,
USS0010G12S,20150101,WESD,1854,
USS0010C08S,20150101,TMAX,-10,
USS0010C08S,20150101,TMIN,-93,
USS0010C08S,20150101,TOBS,-64,
USS0010C08S,20150101,PRCP,0,
USS0010C08S,20150101,SNWD,711,
USS0010C08S,20150101,TAVG,-57,
USS0010C08S,20150101,WESD,1626,
USS0007K02S,20150101,TMAX,-15,
USS0007K02S,20150101,TMIN,-156,
USS0007K02S,20150101,TOBS,-150,
USS0007K02S,20150101,PRCP,0,
USS0007K02S,20150101,SNWD,813,
USS0007K02S,20150101,TAVG,-91,
USS0007K02S,20150101,WESD,1905,
USR0000TCED,20150101,TMAX,-6,
USR0000TCED,20150101,TMIN,-72,
USR0000TCED,20150101,TAVG,-47,
USS0006H25S,20150101,TMAX,5,
USS0006H25S,20150101,TMIN,-132,
USS0006H25S,20150101,TOBS,-75,
USS0006H25S,20150101,PRCP,0,
USS0006H25S,20150101,SNWD,1041,
USS0006H25S,20150101,TAVG,-63,
USS0006H25S,20150101,WESD,2769,
USS0006M17S,20150101,TMAX,-79,
USS0006M17S,20150101,TMIN,-158,
USS0006M17S,20150101,TOBS,-144,
USS0006M17S,20150101,PRCP,76,
USS0006M17S,20150101,SNWD,1016,
USS0006M17S,20150101,TAVG,-116,
USS0006M17S,20150101,WESD,2007,
ASN00085276,20150101,PRCP,0,
ASN00039345,20150101,PRCP,0,
US1CHARM045,20150101,PRCP,0,
US1CHARM045,20150101,SNOW,0,
US1CHARM045,20150101,SNWD,0,
US1CHARM045,20150101,WESF,0,
ASN00085063,20150101,PRCP,0,
US1INOW0006,20150101,PRCP,0,
US1INOW0006,20150101,SNOW,0,
ASN00039250,20150101,PRCP,0,
US1INEL0003,20150101,PRCP,0,
US1INEL0003,20150101,SNOW,0,
US1ILPR0004,20150101,PRCP,0,
US1ILPR0004,20150101,SNOW,0,
CA00702327X,20150101,TMAX,-29,
CA00702327X,20150101,TMIN,-79,
ASN00039104,20150101,DAPR,2,
ASN00039104,20150101,DATX,3,
ASN00039104,20150101,MDPR,302,
ASN00039104,20150101,MDTX,313,
AGM00060520,20150101,TMAX,130,
AGM00060520,20150101,TMIN,-27,
AGM00060520,20150101,PRCP,0,
AGM00060520,20150101,TAVG,61,
US1IAGN0001,20150101,PRCP,0,
US1IAGN0001,20150101,SNOW,0,
US1IDEL0001,20150101,PRCP,0,
US1IDEL0001,20150101,SNOW,0,
US1IDEL0001,20150101,SNWD,38,
US1IDEL0001,20150101,WESD,36,
ASN00082058,20150101,PRCP,0,
CA006142420,20150101,TMAX,-40,
CA006142420,20150101,TMIN,-95,
CA006142420,20150101,PRCP,1,
CA006142420,20150101,SNOW,1,
CA006142420,20150101,SNWD,0,
US1HIHI0011,20150101,PRCP,0,
US1HIHI0011,20150101,SNOW,0,
US1IABH0007,20150101,PRCP,0,
US1IABH0007,20150101,SNOW,0,
US1GACW0014,20150101,PRCP,0,
ASN00039035,20150101,PRCP,0,
US1FLBW0024,20150101,PRCP,102,
US1FLHY0005,20150101,PRCP,0,
US1FLAL0026,20150101,PRCP,5,
UKM00003257,20150101,TMIN,38,
UKM00003257,20150101,PRCP,3,
UKM00003257,20150101,SNWD,0,
UKM00003257,20150101,TAVG,112,
ASN00061405,20150101,PRCP,0,
TH000048405,20150101,TMAX,275,
TH000048405,20150101,TMIN,145,
TH000048405,20150101,TAVG,203,
USC00350197,20150101,TMAX,-28,800
USC00350197,20150101,TMIN,-183,800
USC00350197,20150101,TOBS,-156,800
USC00350197,20150101,PRCP,0,800
ASN00061360,20150101,PRCP,0,
USC00314471,20150101,TMAX,106,800
USC00314471,20150101,TMIN,-39,800
USC00314471,20150101,TOBS,6,800
USC00314471,20150101,PRCP,0,800
USC00315890,20150101,TMAX,50,700
USC00315890,20150101,TMIN,-78,700
USC00315890,20150101,TOBS,-78,700
USC00315890,20150101,PRCP,0,700
USC00315890,20150101,SNOW,0,
USC00315890,20150101,SNWD,0,700
ASN00031183,20150101,PRCP,20,
USC00311222,20150101,TMAX,100,800
USC00311222,20150101,TMIN,-22,800
USC00311222,20150101,PRCP,0,800
ASN00031158,20150101,PRCP,400,
USC00330862,20150101,TMAX,-6,700
USC00330862,20150101,TMIN,-83,700
USC00330862,20150101,TOBS,-44,700
USC00330862,20150101,PRCP,0,700
SWE00140508,20150101,TMAX,51,
SWE00140508,20150101,TMIN,12,
SWE00140508,20150101,PRCP,18,
SWE00140364,20150101,PRCP,11,
USR0000NSHY,20150101,TMAX,-22,
USR0000NSHY,20150101,TMIN,-133,
USR0000NSHY,20150101,TAVG,-71,
US1CASN0001,20150101,PRCP,0,
